id,user_id,uploaded_image,detected_sign,confidence,description,guidance,processing_time,review_status,model_version,detected_vehicles,vehicle_count,detected_plate,plate_confidence,plate_type,plate_ocr_details,matched_vehicle_id,created_at
9e56ce21-e08f-48d7-bbdb-483226e746ce,48675819-3ab3-4322-aadb-b1b58038ca7a,ai/uploads/demo_071.jpg,Asian Highway route 11,79.28,Detected Asian Highway route 11 in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.3,pending,best.pt,[],4,PP-3000,84.54,private,[],b7d408b0-a438-4fc5-ad1f-2c21908621a2,2026-07-26T16:10:00Z
c568fb13-3498-4d8a-83a3-2786d35d0606,de75014b-ec8e-446b-a1a1-1c66c36db029,ai/uploads/demo_072.jpg,Backward,83.93,Detected Backward in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.44,approved,best.pt,[],4,PP-3001,75.64,private,[],cf440eea-064b-4450-a152-bf7bf90aaf1a,2026-07-26T15:53:00Z
70442f3e-a3cc-4da7-b0ab-90c412f8a285,efe7849d-38d4-4ed2-88d2-9f6c4ab36a04,ai/uploads/demo_073.jpg,Beware of trains,87.55,Detected Beware of trains in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.65,pending,best.pt,[],1,PP-3002,70.34,private,[],e10ba921-8380-4493-b945-5ec9a2fcbe59,2026-07-26T15:36:00Z
bb91c192-ec63-49cf-93da-1d9382f09245,c42c9796-d122-4372-8a5a-240adf88dd2a,ai/uploads/demo_074.jpg,Bicycles,88.34,Detected Bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.04,approved,best.pt,[],4,PP-3003,89.85,private,[],2c308831-f526-47a1-9018-6c8a831a9fb0,2026-07-26T15:19:00Z
9ae39412-2555-4e51-83bd-7fbc40eff881,11f9c0b2-16c0-41f0-baec-df905285c938,ai/uploads/demo_075.jpg,Bicycles crossing,87.02,Detected Bicycles crossing in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.27,approved,best.pt,[],1,PP-3004,82.99,private,[],1de43c52-8ece-40f6-bdd2-9c40c90becd0,2026-07-26T15:02:00Z
a1f7dcef-b0fa-4ede-938b-f983428d0dc3,f4379a50-8a5e-41c7-8f01-aabdd0cfd366,ai/uploads/demo_076.jpg,Bicycles only,83.71,Detected Bicycles only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.97,approved,best.pt,[],2,PP-3005,83.64,private,[],2c415e8e-27ca-4e7d-9bf6-ab47c3ce3cd3,2026-07-26T14:45:00Z
3f98333e-3d8c-49b1-90d7-db662f770e42,5ac529c6-f77b-4ac8-adbf-5cb7d0ad12d5,ai/uploads/demo_077.jpg,Boats ramp,79.82,Detected Boats ramp in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.97,approved,best.pt,[],1,PP-3006,77.96,private,[],71da3a8a-d7b8-4320-9ac2-bb1afaab7dd0,2026-07-26T14:28:00Z
2a0dcc61-abca-471b-949e-dfe4cfde1a48,17d24adf-b841-4904-bc1a-e6e9e6d8970d,ai/uploads/demo_078.jpg,Built-up area begins,91.91,Detected Built-up area begins in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.19,approved,best.pt,[],3,PP-3007,81.12,private,[],e162634c-51fa-4d68-930f-2fcf555bcbb1,2026-07-26T14:11:00Z
ccb6e3a9-a8e5-4aa3-ab5f-0d31ebcbd3be,73167a17-d159-40a8-9c56-51368f7df173,ai/uploads/demo_079.jpg,Built-up area ends,85.96,Detected Built-up area ends in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.19,pending,best.pt,[],3,PP-3008,80.18,private,[],e59ca6bb-eb9d-435d-9742-3723c851d87d,2026-07-26T13:54:00Z
98278426-ed43-4fc0-9235-54c632ee5f3b,855a6fd5-b341-47be-8920-24093b3b95e1,ai/uploads/demo_080.jpg,Buses,78.41,Detected Buses in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.39,pending,best.pt,[],3,PP-3009,90.19,private,[],0af8d89c-d057-408f-bae7-fce4b506c768,2026-07-26T13:37:00Z
e3b4dd88-38cd-463d-84fd-9c172aaf1a83,2fe2cdd4-9a9d-4f39-82f5-0a97b524946b,ai/uploads/demo_081.jpg,Buses lane,86.17,Detected Buses lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.87,pending,best.pt,[],3,PP-3010,86.45,private,[],050c3ed6-2b71-48bf-a9db-32cfc0dc48d4,2026-07-26T13:20:00Z
91a4779b-ac42-404a-8854-d4abc6a62176,6c14432f-4057-4097-852f-cca97e13d887,ai/uploads/demo_082.jpg,Buses stop marking,78.57,Detected Buses stop marking in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.19,approved,best.pt,[],4,PP-3011,74.52,private,[],a1d9c0cb-eaf5-4627-bc86-98a5693f243e,2026-07-26T13:03:00Z
7e1754aa-43bd-437a-9680-f61e8998b43f,de829b05-d6b2-4912-ae56-1288e161b836,ai/uploads/demo_083.jpg,Camping area,94.15,Detected Camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.84,approved,best.pt,[],2,PP-3012,83.31,private,[],327304c2-b286-412e-8f83-90b4c7cd1380,2026-07-26T12:46:00Z
d48a5ef3-2617-40f8-a984-6abfe8e6268e,c4f92db9-eebc-4481-87ac-2e27a485c4ce,ai/uploads/demo_084.jpg,Caravans park and camping area,96.91,Detected Caravans park and camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.16,approved,best.pt,[],1,PP-3013,82.87,private,[],94bd5832-fe72-4540-88cc-eeb12ee9813a,2026-07-26T12:29:00Z
398f02d9-735a-498b-a826-9d39dad4082e,27df8364-4704-4a08-a834-a301b3692b49,ai/uploads/demo_085.jpg,Caravans park or site,83.11,Detected Caravans park or site in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.12,approved,best.pt,[],1,PP-3014,85.02,private,[],1001da4f-db71-4618-acb2-b0e40a28a124,2026-07-26T12:12:00Z
d026357e-853d-4107-a3e2-48dd90d547ce,13a32442-3386-40d5-9e23-1304a85aaff1,ai/uploads/demo_086.jpg,Cars,92.21,Detected Cars in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.64,pending,best.pt,[],3,PP-3015,75.1,private,[],b2a3fa3d-569a-485b-8f42-96fc34bd12a4,2026-07-26T11:55:00Z
948b3787-b959-44c9-9b1a-295df0dd69a4,762d431d-5ad1-44ad-8ccd-18415c25d632,ai/uploads/demo_087.jpg,Cars only,82.81,Detected Cars only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.81,approved,best.pt,[],3,PP-3016,85.11,private,[],2e561407-8904-4c6d-ba6c-47b3f4eefdc0,2026-07-26T11:38:00Z
217c5073-3301-454c-a28c-8410f74624e0,f3b19f88-3220-4d92-8135-ccbf071e7322,ai/uploads/demo_088.jpg,Cattle or domestic animals,85.22,Detected Cattle or domestic animals in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.87,pending,best.pt,[],2,PP-3017,80.48,private,[],8a110f83-3085-4676-bc4c-082ea42c19be,2026-07-26T11:21:00Z
3a3b5937-fc68-41d7-af3f-1953c74d5359,b0163d17-b047-485f-b701-60cf1213d8a2,ai/uploads/demo_089.jpg,Chevron marker (to the left),82.81,Detected Chevron marker (to the left) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.9,pending,best.pt,[],4,PP-3018,92.75,private,[],95860334-5616-4f3e-a76b-cd8d8790734a,2026-07-26T11:04:00Z
bd4db44c-bf5f-4044-afd4-b0c265bc5cd1,3f990a98-e1c1-45ca-b98e-3de76b3025bf,ai/uploads/demo_090.jpg,Chevron marker (to the right),87.15,Detected Chevron marker (to the right) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.74,approved,best.pt,[],1,PP-3019,83.12,private,[],6c9c994a-d897-443d-8c5e-ae03fe9f76e5,2026-07-26T10:47:00Z
b4dc7a8c-e701-446e-99f9-a532c2b368a9,213c48ec-a0f2-44e8-88bc-a043d8165004,ai/uploads/demo_091.jpg,Chevron markings (one-way road),92.13,Detected Chevron markings (one-way road) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.12,approved,best.pt,[],1,PP-3020,71.21,private,[],72f6dc2e-de76-4cdb-aff0-2e44b9e24a66,2026-07-26T10:30:00Z
9fbf0db7-2c86-4b8b-88a9-6cbd569a68a3,79014366-f2cc-42a9-a9da-fa30c51b383e,ai/uploads/demo_092.jpg,Clinic,91.03,Detected Clinic in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.09,approved,best.pt,[],4,PP-3021,93.09,private,[],5e636b18-68de-4716-b2a7-b9d008d31fa5,2026-07-26T10:13:00Z
7b97d404-ce10-4610-bdc1-e351178afee0,f783f95c-89e4-4950-b0fe-86e60049a354,ai/uploads/demo_093.jpg,Closed for All Road Users,88.98,Detected Closed for All Road Users in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.15,approved,best.pt,[],1,PP-3022,91.86,private,[],1976b7a0-d977-4cb4-a2b7-352899f37558,2026-07-26T09:56:00Z
32466b1b-d0ca-415b-a9cd-677eb3ebbc86,7ed2c4ac-f9c1-4a8e-b52e-f38f4545334e,ai/uploads/demo_094.jpg,3 lanes merge to 2 lanes from the left,91.06,Detected 3 lanes merge to 2 lanes from the left in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.64,approved,best.pt,[],2,PP-3023,70.71,private,[],b4df1b16-08e6-414e-b817-ab6be191aa18,2026-07-26T09:39:00Z
3edbf96b-4db3-4a46-a9db-1a81d3f9c7f0,3ec54ffd-9daf-4b69-a809-426afd6a208b,ai/uploads/demo_095.jpg,3 lanes merge to 2 lanes from the right,95.39,Detected 3 lanes merge to 2 lanes from the right in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.33,approved,best.pt,[],1,PP-3024,89.69,private,[],2312bbbb-c7eb-48ab-979c-aba88541cf06,2026-07-26T09:22:00Z
377a4143-b523-44d6-a217-b5ce83a22948,1b7538c7-7981-4310-814c-e513a8dc90a5,ai/uploads/demo_096.jpg,Abreast travelling permitted for bicycles,97.01,Detected Abreast travelling permitted for bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.09,pending,best.pt,[],1,PP-3025,73.58,private,[],e431ac35-d979-43cd-88a2-1e8a0e916649,2026-07-26T09:05:00Z
64cce365-2dd8-412e-96dd-6bd74e69c938,1cb301a1-562a-4a9a-a46e-c33a58b5d213,ai/uploads/demo_097.jpg,Airports,88.0,Detected Airports in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.19,approved,best.pt,[],2,PP-3026,88.36,private,[],4691ee60-8a63-4eb3-9533-cd21d60f69d8,2026-07-26T08:48:00Z
5dea3824-092a-4fcb-9a2f-e4b4d2b14489,2b4df669-1139-4872-b7a6-104550120312,ai/uploads/demo_098.jpg,Animal drawn carts,82.7,Detected Animal drawn carts in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.63,pending,best.pt,[],2,PP-3027,73.29,private,[],94be3e5d-16f7-4e99-8b33-0ccbee245b77,2026-07-26T08:31:00Z
e4623422-6532-49f1-89bd-0ec7126b998e,46740461-c0c0-4a8a-bb81-8de6f1939e47,ai/uploads/demo_099.jpg,Animal drawn carts of all form only,86.38,Detected Animal drawn carts of all form only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.27,approved,best.pt,[],1,PP-3028,76.72,private,[],77011be9-a304-419f-a165-f01c4f0eb7fc,2026-07-26T08:14:00Z
5a06b1d7-2788-4316-a3c2-3e8390767904,2f611083-e288-4051-9b6f-7ddc7cb279a2,ai/uploads/demo_100.jpg,Arrow direction exclusive lane,92.94,Detected Arrow direction exclusive lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.85,pending,best.pt,[],1,PP-3029,73.47,private,[],fef0c2f3-5876-4eb1-b7ce-0e5d1e298d64,2026-07-26T07:57:00Z
