split,image,filename_class,label_classes,blur,brightness,width,height,errors,warnings
train,I_DIRECTIONS_TO_CITY_OR_PROVINCE_Directions to city or province_11.jpg,I_DIRECTIONS_TO_CITY_OR_PROVINCE,I_DIRECTIONS_TO_CITY_OR_PROVINCE,955.3,201.0,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_01.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,389.0,89.9,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_02.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,526.7,217.5,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_03.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,640.1,219.2,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_04.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,511.7,214.1,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_05.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,429.5,92.7,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_07.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,688.0,215.4,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_08.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,287.6,79.2,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_09.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,712.1,218.8,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_10.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,563.4,207.5,640,640,,
train,I_DISTANCE_IDENTIFICATION_MARKER_Distance identification marker_11.jpg,I_DISTANCE_IDENTIFICATION_MARKER,I_DISTANCE_IDENTIFICATION_MARKER,428.5,91.4,640,640,,
train,I_DRINKING_WATERS_Drinking waters_00.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,522.9,77.1,640,640,,
train,I_DRINKING_WATERS_Drinking waters_01.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,996.6,168.8,640,640,,
train,I_DRINKING_WATERS_Drinking waters_02.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,904.6,196.8,640,640,,
train,I_DRINKING_WATERS_Drinking waters_03.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,1210.0,172.0,640,640,,
train,I_DRINKING_WATERS_Drinking waters_04.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,802.9,185.3,640,640,,
train,I_DRINKING_WATERS_Drinking waters_05.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,716.3,183.3,640,640,,
train,I_DRINKING_WATERS_Drinking waters_06.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,930.0,196.5,640,640,,
train,I_DRINKING_WATERS_Drinking waters_07.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,592.7,75.1,640,640,,
train,I_DRINKING_WATERS_Drinking waters_08.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,777.8,162.9,640,640,,
train,I_DRINKING_WATERS_Drinking waters_09.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,905.7,165.5,640,640,,
train,I_DRINKING_WATERS_Drinking waters_10.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,640.0,73.0,640,640,,
train,I_DRINKING_WATERS_Drinking waters_11.jpg,I_DRINKING_WATERS,I_DRINKING_WATERS,779.5,178.3,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_00.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,786.7,73.2,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_01.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,788.4,189.9,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_02.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,883.2,73.3,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_03.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,1273.3,173.5,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_04.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,718.3,79.0,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_05.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,910.3,194.2,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_06.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,1168.2,147.6,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_08.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,1121.2,156.5,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_09.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,907.3,208.8,640,640,,
train,I_EXPRESSWAY_BEGINS_Expressway begins_11.jpg,I_EXPRESSWAY_BEGINS,I_EXPRESSWAY_BEGINS,1140.7,148.5,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_00.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,1088.2,173.3,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_01.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,1144.1,161.7,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_02.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,895.6,177.5,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_03.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,898.5,180.3,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_06.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,604.2,73.4,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_07.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,1044.2,171.7,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_08.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,1137.8,146.6,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_09.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,726.7,81.8,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_10.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,873.5,197.2,640,640,,
train,I_EXPRESSWAY_ENDS_Expressway ends_11.jpg,I_EXPRESSWAY_ENDS,I_EXPRESSWAY_ENDS,1006.1,191.4,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_00.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,221.1,211.5,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_01.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,258.5,226.0,640,640,,overexposed (mean=226.0)
train,I_EXPRESSWAY_NUMBER_Expressway number_02.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,325.1,195.0,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_03.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,154.1,91.2,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_04.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,255.4,201.7,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_05.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,244.8,192.1,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_06.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,278.6,128.5,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_07.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,228.3,204.5,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_08.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,236.2,209.1,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_09.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,199.0,208.5,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_10.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,227.2,206.8,640,640,,
train,I_EXPRESSWAY_NUMBER_Expressway number_11.jpg,I_EXPRESSWAY_NUMBER,I_EXPRESSWAY_NUMBER,144.1,99.3,640,640,,
train,I_FACTORY_GATE_Factory gate_00.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1369.8,206.3,640,640,,
train,I_FACTORY_GATE_Factory gate_01.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1290.4,214.2,640,640,,
train,I_FACTORY_GATE_Factory gate_02.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1296.6,217.9,640,640,,
train,I_FACTORY_GATE_Factory gate_03.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1043.4,222.0,640,640,,overexposed (mean=222.0)
train,I_FACTORY_GATE_Factory gate_04.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1131.2,115.4,640,640,,
train,I_FACTORY_GATE_Factory gate_05.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1228.8,221.4,640,640,,overexposed (mean=221.4)
train,I_FACTORY_GATE_Factory gate_06.jpg,I_FACTORY_GATE,I_FACTORY_GATE,909.2,205.0,640,640,,
train,I_FACTORY_GATE_Factory gate_07.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1147.5,110.8,640,640,,
train,I_FACTORY_GATE_Factory gate_08.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1019.3,104.3,640,640,,
train,I_FACTORY_GATE_Factory gate_09.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1230.2,219.0,640,640,,
train,I_FACTORY_GATE_Factory gate_10.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1260.5,226.0,640,640,,overexposed (mean=226.0)
train,I_FACTORY_GATE_Factory gate_11.jpg,I_FACTORY_GATE,I_FACTORY_GATE,1305.8,215.6,640,640,,
train,I_FERRY_Ferry_00.jpg,I_FERRY,I_FERRY,1120.9,177.2,640,640,,
train,I_FERRY_Ferry_01.jpg,I_FERRY,I_FERRY,1609.8,155.9,640,640,,
train,I_FERRY_Ferry_02.jpg,I_FERRY,I_FERRY,1222.7,167.6,640,640,,
train,I_FERRY_Ferry_03.jpg,I_FERRY,I_FERRY,1120.5,198.7,640,640,,
train,I_FERRY_Ferry_05.jpg,I_FERRY,I_FERRY,1331.2,179.6,640,640,,
train,I_FERRY_Ferry_06.jpg,I_FERRY,I_FERRY,1160.3,208.6,640,640,,
train,I_FERRY_Ferry_07.jpg,I_FERRY,I_FERRY,1221.7,177.6,640,640,,
train,I_FERRY_Ferry_08.jpg,I_FERRY,I_FERRY,1483.4,158.9,640,640,,
train,I_FERRY_Ferry_09.jpg,I_FERRY,I_FERRY,843.1,78.5,640,640,,
train,I_FERRY_Ferry_11.jpg,I_FERRY,I_FERRY,930.8,75.2,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_00.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,886.3,88.9,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_01.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,965.5,95.8,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_02.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,823.9,87.7,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_03.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1104.4,208.8,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_04.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1142.2,197.6,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_05.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,643.2,81.8,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_06.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1329.9,212.4,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_07.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,964.7,100.2,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_08.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1162.6,195.1,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_09.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1028.9,98.2,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_10.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1257.1,196.4,640,640,,
train,I_FOREST_FIRE_WARNING_SIGNS_Forest fire warning signs_11.jpg,I_FOREST_FIRE_WARNING_SIGNS,I_FOREST_FIRE_WARNING_SIGNS,1124.0,111.9,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_00.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,628.1,201.8,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_01.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,327.1,90.7,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_03.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,537.1,198.9,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_04.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,720.2,210.3,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_06.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,495.2,220.6,640,640,,overexposed (mean=220.6)
train,I_FORWARD_AND_BACKWARD_Forward and backward_07.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,720.5,205.5,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_08.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,354.6,99.5,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_09.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,332.0,100.2,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_10.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,657.5,198.8,640,640,,
train,I_FORWARD_AND_BACKWARD_Forward and backward_11.jpg,I_FORWARD_AND_BACKWARD,I_FORWARD_AND_BACKWARD,215.8,75.2,640,640,,
train,I_FORWARD_Forward_00.jpg,I_FORWARD,I_FORWARD,328.3,112.8,640,640,,
train,I_FORWARD_Forward_02.jpg,I_FORWARD,I_FORWARD,345.0,97.3,640,640,,
train,I_FORWARD_Forward_03.jpg,I_FORWARD,I_FORWARD,350.2,103.8,640,640,,
train,I_FORWARD_Forward_04.jpg,I_FORWARD,I_FORWARD,397.4,212.1,640,640,,
train,I_FORWARD_Forward_05.jpg,I_FORWARD,I_FORWARD,309.5,106.7,640,640,,
train,I_FORWARD_Forward_07.jpg,I_FORWARD,I_FORWARD,486.5,210.0,640,640,,
train,I_FORWARD_Forward_08.jpg,I_FORWARD,I_FORWARD,609.7,220.9,640,640,,overexposed (mean=220.9)
train,I_FORWARD_Forward_09.jpg,I_FORWARD,I_FORWARD,433.8,110.0,640,640,,
train,I_FORWARD_Forward_10.jpg,I_FORWARD,I_FORWARD,408.2,211.1,640,640,,
train,I_FORWARD_Forward_11.jpg,I_FORWARD,I_FORWARD,205.6,81.7,640,640,,
train,I_GARAGE_STATION_Garage station_00.jpg,I_GARAGE_STATION,I_GARAGE_STATION,1096.7,156.3,640,640,,
train,I_GARAGE_STATION_Garage station_01.jpg,I_GARAGE_STATION,I_GARAGE_STATION,1026.2,181.8,640,640,,
train,I_GARAGE_STATION_Garage station_02.jpg,I_GARAGE_STATION,I_GARAGE_STATION,864.3,75.3,640,640,,
train,I_GARAGE_STATION_Garage station_04.jpg,I_GARAGE_STATION,I_GARAGE_STATION,830.7,78.2,640,640,,
train,I_GARAGE_STATION_Garage station_05.jpg,I_GARAGE_STATION,I_GARAGE_STATION,725.5,73.9,640,640,,
train,I_GARAGE_STATION_Garage station_06.jpg,I_GARAGE_STATION,I_GARAGE_STATION,1117.4,178.3,640,640,,
train,I_GARAGE_STATION_Garage station_07.jpg,I_GARAGE_STATION,I_GARAGE_STATION,761.7,70.7,640,640,,
train,I_GARAGE_STATION_Garage station_08.jpg,I_GARAGE_STATION,I_GARAGE_STATION,1189.9,167.7,640,640,,
train,I_GARAGE_STATION_Garage station_10.jpg,I_GARAGE_STATION,I_GARAGE_STATION,791.6,80.6,640,640,,
train,I_GARAGE_STATION_Garage station_11.jpg,I_GARAGE_STATION,I_GARAGE_STATION,803.5,78.4,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_00.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,604.0,70.2,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_01.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,722.0,73.1,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_03.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,910.3,198.8,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_04.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,1006.3,176.4,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_05.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,927.3,177.7,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_06.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,1093.3,171.8,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_08.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,681.6,82.9,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_09.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,997.5,81.1,640,640,,
train,I_GAS_STATION_AND_REPAIR_Gas station and repair_10.jpg,I_GAS_STATION_AND_REPAIR,I_GAS_STATION_AND_REPAIR,981.8,77.0,640,640,,
train,I_GAS_STATION_Gas station_00.jpg,I_GAS_STATION,I_GAS_STATION,888.2,81.7,640,640,,
train,I_GAS_STATION_Gas station_01.jpg,I_GAS_STATION,I_GAS_STATION,757.3,84.7,640,640,,
train,I_GAS_STATION_Gas station_02.jpg,I_GAS_STATION,I_GAS_STATION,828.6,173.8,640,640,,
train,I_GAS_STATION_Gas station_03.jpg,I_GAS_STATION,I_GAS_STATION,555.7,72.3,640,640,,
train,I_GAS_STATION_Gas station_04.jpg,I_GAS_STATION,I_GAS_STATION,828.5,203.5,640,640,,
train,I_GAS_STATION_Gas station_06.jpg,I_GAS_STATION,I_GAS_STATION,861.7,79.3,640,640,,
train,I_GAS_STATION_Gas station_07.jpg,I_GAS_STATION,I_GAS_STATION,565.3,69.1,640,640,,
train,I_GAS_STATION_Gas station_09.jpg,I_GAS_STATION,I_GAS_STATION,954.2,171.2,640,640,,
train,I_GAS_STATION_Gas station_10.jpg,I_GAS_STATION,I_GAS_STATION,833.0,83.4,640,640,,
train,I_GAS_STATION_Gas station_11.jpg,I_GAS_STATION,I_GAS_STATION,983.3,179.6,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_00.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,91.8,82.5,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_01.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,261.8,209.2,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_02.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,263.5,214.6,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_03.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,104.9,82.1,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_04.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,207.9,203.2,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_05.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,151.1,86.4,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_06.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,203.3,201.3,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_07.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,97.3,79.9,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_08.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,298.8,216.6,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_09.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,242.3,204.6,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_10.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,83.0,72.6,640,640,,
train,I_GUIDE_POST_AT_DANGEROUS_CURVE_Guide post (at dangerous curve)_11.jpg,I_GUIDE_POST_AT_DANGEROUS_CURVE,I_GUIDE_POST_AT_DANGEROUS_CURVE,125.0,94.3,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_00.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,822.2,190.4,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_01.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,600.4,220.4,640,640,,overexposed (mean=220.4)
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_02.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,982.0,199.2,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_03.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,1049.3,211.0,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_04.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,673.7,82.7,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_05.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,1115.6,198.3,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_06.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,745.4,70.7,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_07.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,841.2,202.2,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_08.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,634.8,75.9,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_09.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,875.0,211.8,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_10.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,700.1,194.5,640,640,,
train,I_GUIDE_SIGN_TO_OTHER_PLACES_Guide sign to other places_11.jpg,I_GUIDE_SIGN_TO_OTHER_PLACES,I_GUIDE_SIGN_TO_OTHER_PLACES,730.6,71.0,640,640,,
train,I_HOSPITAL_Hospital_00.jpg,I_HOSPITAL,I_HOSPITAL,433.7,63.9,640,640,,
train,I_HOSPITAL_Hospital_01.jpg,I_HOSPITAL,I_HOSPITAL,1141.4,140.6,640,640,,
train,I_HOSPITAL_Hospital_02.jpg,I_HOSPITAL,I_HOSPITAL,735.1,193.3,640,640,,
train,I_HOSPITAL_Hospital_03.jpg,I_HOSPITAL,I_HOSPITAL,403.4,61.5,640,640,,
train,I_HOSPITAL_Hospital_04.jpg,I_HOSPITAL,I_HOSPITAL,856.6,174.0,640,640,,
train,I_HOSPITAL_Hospital_05.jpg,I_HOSPITAL,I_HOSPITAL,797.3,175.3,640,640,,
train,I_HOSPITAL_Hospital_07.jpg,I_HOSPITAL,I_HOSPITAL,1061.8,160.9,640,640,,
train,I_HOSPITAL_Hospital_08.jpg,I_HOSPITAL,I_HOSPITAL,811.3,160.6,640,640,,
train,I_HOSPITAL_Hospital_09.jpg,I_HOSPITAL,I_HOSPITAL,1092.4,136.6,640,640,,
train,I_HOSPITAL_Hospital_10.jpg,I_HOSPITAL,I_HOSPITAL,999.2,134.2,640,640,,
train,I_HOSPITAL_Hospital_11.jpg,I_HOSPITAL,I_HOSPITAL,1151.8,145.3,640,640,,
train,I_HOTEL_OR_MOTEL_Hotel or motel_00.jpg,I_HOTEL_OR_MOTEL,I_HOTEL_OR_MOTEL,636.5,72.6,640,640,,
